recipient_type,number_of_forms_1042s,u_s_tax_withheld,total_u_s_source_income,interest_income,country,year,tax_haven,afchange,cayman,share_of_total_interest,share_of_total_income,share_of_total_forms,non_int_income,share_of_nonint_inc
Individuals,7974,6756,35265,7907,Bermuda,2021,1,1,0,0.009729249517659567,0.0036960407139872372,0.0031688881470707457,27358,0.0031342988275192764
Corporations,11358,263566,7835777,6637269,Bermuda,2021,1,1,0,0.041535173672255295,0.02135626929654895,0.02143301945539977,1198508,0.005786851513259054
Individuals,715,1015,13000,4271,British Virgin Islands,2021,1,1,0,0.00525529590109068,0.0013624990580415166,2.8414284238219e-4,8729,0.0010000473157912042
Corporations,104163,338238,4133405,2357797,British Virgin Islands,2021,1,1,0,0.01475478963997429,0.011265520993221464,0.19655992300869926,1775608,0.008573309349420181
Individuals,415475,158727,1949362,84264,Canada,2021,0,1,0,0.10368350592589676,0.2043079914447636,0.16511083557865788,1865098,0.2136769674175213
Corporations,82101,881132,52923805,17227227,Canada,2021,0,1,0,0.10780576549426663,0.14424287875701972,0.15492800935972675,35696578,0.1723566270875704
Individuals,3527,7113,86775,32520,Cayman Islands,2021,1,1,1,0.04001456864984053,0.009094681212427123,0.0014016388882265513,54255,0.00621578269197523
Corporations,159555,2166975,70329527,55221865,Cayman Islands,2021,1,1,1,0.345571311525996,0.19168186104720825,0.3010869360104165,15107662,0.07294552619298854
Individuals,302577,37412,785504,146399,China,2021,0,1,0,0.18013815608142694,0.0823268046221418,0.12024487946779847,639105,0.07321975481254869
Corporations,2792,205343,4552721,1012769,China,2021,0,1,0,0.006337777827729495,0.012408359210331487,0.005268620383824279,3539952,0.017092231831631007
Individuals,129108,50912,430701,10529,France,2021,0,1,0,0.012955516399574754,0.04514074667673379,0.05130785188011159,420172,0.048137459132847046
Corporations,12080,196950,43897298,9906453,France,2021,0,1,0,0.06199330565493646,0.11964129625930646,0.02279546355178986,33990845,0.1641207007589469
Individuals,335314,66005,2311918,83848,Germany,2021,0,1,0,0.10317163444501319,0.2423066228668636,0.1332546476231352,2228070,0.255261246751622
Corporations,35329,559445,29354402,6743022,Germany,2021,0,1,0,0.04219696231173367,0.08000489474766255,0.06666729568056158,22611380,0.10917632470527981
Individuals,240124,60049,322892,77100,Hong Kong,2021,1,1,0,0.09486848840414222,0.03384154198839549,0.09542589634151188,245792,0.028159426033102494
Corporations,5839,101288,4134850,3623482,Hong Kong,2021,1,1,0,0.022675283187752516,0.011269459314734892,0.011018436397260016,511368,0.002469078791824715
Individuals,77500,8484,108391,2817,Ireland,2021,0,1,0,0.00346620663857936,0.011360202723090617,0.030798699698768847,105574,0.01209519937190292
Corporations,22924,1239376,34677963,16472376,Ireland,2021,0,1,0,0.10308200525768806,0.09451416451537104,0.04325854358122771,18205587,0.08790348389891378
Individuals,5992,2098,18600,4454,Luxembourg,2021,0,1,0,0.005480470134267827,0.0019494217291978623,0.0023812362399357797,14146,0.0016206517733053471
Corporations,28933,1521560,21549065,13561161,Luxembourg,2021,0,1,0,0.08486399712478358,0.0587315891236871,0.05459777706489537,7987904,0.038568632291288873
Individuals,310772,195760,1033528,109738,Mexico,2021,0,1,0,0.13502825136827185,0.10832160972765635,0.1235015935843328,923790,0.10583499941055752
Corporations,8044,200561,6479866,768596,Mexico,2021,0,1,0,0.004809774674463357,0.01766075825046469,0.015179363312135565,5711270,0.027576179251311662
Individuals,461972,169783,2067183,218155,United Kingdom,2021,0,1,0,0.26843106469268024,0.21665653002303356,0.18358886319018894,1849028,0.21183589050553084
Corporations,40545,568823,77941942,23979051,United Kingdom,2021,0,1,0,0.15005780958717613,0.212429361229652,0.07651010510822184,53962891,0.2605533191628119
