recipient_type,number_of_forms_1042s,u_s_tax_withheld,total_u_s_source_income,interest_income,country,year,tax_haven,afchange,cayman,share_of_total_interest,share_of_total_income,share_of_total_forms,non_int_income,share_of_nonint_inc
Corporations,689,1502,118286,9612,Czech Republic,2017,0,0,0,3.574972022552361e-5,2.2734089043672053e-4,0.0010152418898528857,108674,4.3221832573644883e-4
Individuals,11533,5656,37961,1377,Denmark,2017,0,0,0,7.473894289716801e-4,0.0026531105328998356,0.002838877632878698,36584,0.002934773488014871
Corporations,5241,60851,3387227,1574146,Denmark,2017,0,0,0,0.005854689876625789,0.006510112796876228,0.007722616465484723,1813081,0.0072109873037209124
Individuals,267,127,1116,339,East Timor,2017,0,0,0,1.839978332762524e-4,7.799771751840617e-5,6.572273718708162e-5,777,6.233104636419076e-5
Corporations,316,1192,165914,162044,East Timor,2017,0,0,0,6.026870229114386e-4,3.188799730814978e-4,4.6562617880045265e-4,3870,1.539176730956859e-5
Individuals,8101,4261,79791,6708,Egypt,2017,0,0,0,0.0036408774796964634,0.005576627131282389,0.001994081999822278,73083,0.00586272826439402
Corporations,269,264,13292,10704,Egypt,2017,0,0,0,3.9811174083854003e-5,2.5546684440127227e-5,3.9637165220671443e-4,2588,1.0292995813220547e-5
Individuals,8415,5661,32626,6615,El Salvador,2017,0,0,0,0.0035904001980012084,0.0022802451001393545,0.002071373907974876,26011,0.0020866059806679098
Corporations,348,713,263848,195201,El Salvador,2017,0,0,0,7.260071928570988e-4,5.071051456634584e-4,5.127781969068276e-4,68647,2.7302290710593154e-4
Individuals,9746,2345,36513,15656,Finland,2017,0,0,0,0.00849755185183778,0.0025519091933239825,0.002399002983615346,20857,0.0016731513951324668
Corporations,2259,33966,2519875,299871,Finland,2017,0,0,0,0.0011153042398822294,0.004843097461146976,0.003328637778196907,2220004,0.008829401807315635
Individuals,79713,37924,334380,12067,France,2017,0,0,0,0.006549562991576807,0.023369961275810622,0.019621560110089278,322313,0.025855992981700663
Corporations,10256,72746,34310078,9978297,France,2017,0,0,0,0.03711208136466724,0.06594257717289735,0.015112221803093172,24331781,0.09677238020139074
Individuals,944,769,10311,158,Gabon,2017,0,0,0,8.57571022349495e-5,7.206402019106506e-4,2.3236802960526236e-4,10153,8.144750498528041e-4
Corporations,944,189,354190,18776,Gabon,2017,0,0,0,6.983320297070653e-5,6.807388024261708e-4,0.001390984534138061,335414,0.0013340088476412504
Individuals,208,109,606,17,Gambia,2017,0,0,0,9.227029987304693e-6,4.2353599297629154e-5,5.119973533675272e-5,589,4.724966062871088e-5
Corporations,40,1,11575,9674,Gambia,2017,0,0,0,3.598031559110647e-5,2.2246680138013292e-5,5.894002263296869e-5,1901,7.560658825707982e-6
Individuals,331751,53069,993705,85386,Germany,2017,0,0,0,0.04634465779388226,0.0694504676403475,0.08166136248895697,908319,0.07286547452056034
Corporations,25468,270780,24888662,6775414,Germany,2017,0,0,0,0.025199662392019956,0.04783499806281868,0.037527112410411165,18113248,0.07204002543579036
Individuals,20615,13698,70713,4921,Greece,2017,0,0,0,0.0026709537980897876,0.004942161826952559,0.005074435307534411,65792,0.005277843246322829
Corporations,493,1003,27778,5422,Greece,2017,0,0,0,2.0165936648230233e-5,5.3388188412417556e-5,7.264357789513391e-4,22356,8.891430231853111e-5
Individuals,307,211,34665,32954,Guernsey,2017,0,0,0,0.017886326247155224,0.002422751682594579,7.556884013645714e-5,1711,1.3725665422024502e-4
Corporations,8471,103271,1277229,722826,Guernsey,2017,0,0,0,0.002688392350367699,0.0024547822916625986,0.012482023293096944,554403,0.0022049720857175077
Individuals,67196,43402,218714,52230,Hong Kong,2017,1,0,0,0.028348692719819064,0.015286015044194164,0.016540468344655942,166484,0.013355369270136338
Corporations,5662,96802,2033854,1181525,Hong Kong,2017,1,0,0,0.004394422408391779,0.003908984828113943,0.008342960203696717,852329,0.0033898836276995575
Individuals,7938,1800,22957,1969,Hungary,2017,0,0,0,0.0010687071791178199,0.0016044745529301527,0.0019539591303035725,20988,0.001683660233065168
Corporations,667,7389,734587,335147,Hungary,2017,0,0,0,0.0012465055643386975,0.0014118463950360924,9.82824877404753e-4,399440,0.001588653109595369
Individuals,1697,441,4747,61,Iceland,2017,0,0,0,3.31087546603286e-5,3.317698611647617e-4,4.177209176272566e-4,4686,3.7591156147052495e-4
Corporations,298,132,15357,2822,Iceland,2017,0,0,0,1.049580841411024e-5,2.9515530615936942e-5,4.3910316861561674e-4,12535,4.9854212719752526e-5
Individuals,135863,30357,222130,19508,India,2017,0,0,0,0.010588288293667055,0.015524760745845486,0.033443027125275165,202622,0.01625436457709789
Corporations,2598,65088,4747547,243986,India,2017,0,0,0,9.074522720500003e-4,0.009124592617640138,0.0038281544700113166,4503561,0.017911566660580885
Individuals,14372,2481,21698,1408,Indonesia,2017,0,0,0,7.642151895367651e-4,0.0015164825042243521,0.0035377047897106255,20290,0.0016276665775153546
Corporations,260,812,37172,34350,Indonesia,2017,0,0,0,1.277572710930853e-4,7.14430750833892e-5,3.831101471142965e-4,2822,1.1223660813333995e-5
Individuals,59800,9179,176832,1920,Ireland,2017,0,0,0,0.0010421116220955889,0.012358864143561648,0.014719923909316408,174912,0.014031464583852425
Corporations,17108,1022685,28802662,19429893,Ireland,2017,0,0,0,0.07226521418662708,0.055357547182489,0.02520864768012071,9372769,0.037277384882257854
Individuals,389,831,3700,1954,Isle of Man,2017,0,0,0,0.0010605656820701981,2.5859458317034303e-4,9.575335118267696e-5,1746,1.400643590114248e-4
Corporations,1010,5826,117824,96495,Isle of Man,2017,0,0,0,3.588919322890034e-4,2.2645294519060719e-4,0.0014882355714824595,21329,8.482971704025542e-5
Individuals,57574,52291,360611,67309,Israel,2017,0,0,0,0.03653306831855833,0.025203257089632586,0.01417198828018366,293302,0.0235287265903602
Corporations,9762,88308,996687,575909,Israel,2017,0,0,0,0.002141966877378389,0.0019155919556558146,0.014384312523576009,420778,0.001673518621443321
Individuals,74812,14207,323800,17341,Italy,2017,0,0,0,0.009412113353520627,0.02263052054879921,0.01841516634621704,306459,0.02458418293143312
Corporations,4988,68902,1577001,575504,Italy,2017,0,0,0,0.0021404605689419203,0.0030309319070692957,0.007349820822331196,1001497,0.003983154724865896
Individuals,4696,4308,21964,1184,Jamaica,2017,0,0,0,6.426355002922797e-4,0.0015350733580414633,0.0011559324862566865,20780,0.0016669744445918712
Corporations,593,760,197922,194116,Jamaica,2017,0,0,0,7.219717739593987e-4,3.80398049786252e-4,8.737858355337609e-4,3806,1.5137226454836707e-5
Individuals,233273,20240,725539,23350,Japan,2017,0,0,0,0.012673597070797916,0.05070823115643987,0.05742074933274191,702189,0.056329697703249346
Corporations,13891,181348,55760234,22827360,Japan,2017,0,0,0,0.08490134555631591,0.10716890628239943,0.0204683963598642,32932874,0.1309806546365223
Individuals,385,572,35730,33491,Jersey,2017,0,0,0,0.018177791841460084,0.002497184988290907,9.476874088773941e-5,2239,1.7961288649861405e-4
Corporations,4467,70391,977318,621577,Jersey,2017,0,0,0,0.0023118189605306166,0.0018783655238983044,0.0065821270275367785,355741,0.0014148534094246099
Individuals,43671,19097,159588,9270,"Korea, Republic of (South)",2017,0,0,0,0.005031445175430265,0.011153673605132083,0.010749729047554462,150318,0.01205853053715885
Corporations,3060,288354,3553587,1324767,"Korea, Republic of (South)",2017,0,0,0,0.004927179527050169,0.006829849963853325,0.004508911731422105,2228820,0.008864464810054953
Individuals,2448,1188,7562,2735,Kuwait,2017,0,0,0,0.0014844662950163725,5.285114156578741e-4,6.02581500501782e-4,4827,3.8722260077213484e-4
Corporations,580,1136,33615,26142,Kuwait,2017,0,0,0,9.722942011398649e-5,6.46066654720792e-5,8.54630328178046e-4,7473,2.9721621990802605e-5
Individuals,344,120,883,32,Liberia,2017,0,0,0,1.736852703492648e-5,6.171324782146295e-5,8.46764853646295e-5,851,6.826733649411369e-5
Corporations,611,6011,126296,16496,Liberia,2017,0,0,0,6.135324436540131e-5,2.4273578528816644e-4,9.003088457185968e-4,109800,4.366966538993879e-4
Individuals,169,52,429,67,Libya,2017,0,0,0,3.6365353479377315e-5,2.9982993562183016e-5,4.1599784961111586e-5,362,2.9039689554487844e-5
Corporations,14,3166,27794,17225,Libya,2017,0,0,0,6.406459955104496e-5,5.3418939762932304e-5,2.062900792153904e-5,10569,4.203503583845747e-5
Individuals,110,190,889,272,Liechtenstein,2017,0,0,0,1.4763247979687508e-4,6.21325903887662e-5,2.707678311078269e-5,617,4.9495824461654695e-5
Corporations,435,6871,41024,13780,Liechtenstein,2017,0,0,0,5.125167964083597e-5,7.884646271981488e-5,6.409727461335345e-4,27244,1.0835486009867873e-4
Individuals,2363,721,44094,38575,Luxembourg,2017,0,0,0,0.02093721657413403,0.0030817485271116504,5.81658531734359e-4,5519,0.00044273493550060333
Corporations,20965,1335575,40373738,32834638,Luxembourg,2017,0,0,0,0.12212121537727279,0.07759668555178854,0.030891939362504714,7539100,0.029984514967330376
Individuals,929,378,1771,446,Macau,2017,0,0,0,2.420738455492878e-4,1.2377594778234527e-4,2.2867574099924652e-4,1325,1.0629168138037678e-4
Corporations,58,776,8925,8421,Macau,2017,0,0,0,3.132005763827864e-5,1.7153487709008087e-5,8.54630328178046e-5,504,2.004509231013584e-6
Individuals,49907,7661,38243,3829,Malaysia,2017,0,0,0,0.0020782528130229216,0.0026728196335630886,0.012284736497362106,34414,0.0027606957909617254
Corporations,513,4166,39119,20663,Malaysia,2017,0,0,0,7.685148450062362e-5,7.518513004915265e-5,7.559057902678235e-4,18456,7.340321898330695e-5
Individuals,2523,3571,28390,20184,Malta,2017,0,0,0,0.010955198427279877,0.001984189247623254,6.210429435318611e-4,8206,6.582864433263184e-4
Corporations,1308,11896,150039,117601,Malta,2017,0,0,0,4.373910578695174e-4,2.883688674926459e-4,0.0019273387400980762,32438,1.2901244134051317e-4
Individuals,867,1044,4682,470,Mauritius,2017,0,0,0,2.551002408254827e-4,3.2722698335230975e-4,2.1341428142771448e-4,4212,3.3788721658426185e-4
Corporations,539,17982,205481,82785,Mauritius,2017,0,0,0,3.0790060225447064e-4,3.9492614094506343e-4,7.942168049792531e-4,122696,4.8798663612786245e-4
Individuals,254964,238581,1174378,155628,Mexico,2017,0,0,0,0.08446966016848556,0.08207778091741111,0.06276004480961453,1018750,0.08172426445755385
Corporations,7030,181550,4681747,622142,Mexico,2017,0,0,0,0.0023139203537814925,0.008998127688648234,0.010358708977744248,4059605,0.01614586447771607
Individuals,1220,3312,17644,4970,Monaco,2017,0,0,0,0.002697549355112019,0.001233146709583117,3.003061399559535e-4,12674,0.0010167100149546379
Corporations,173,3158,19657,8186,Monaco,2017,0,0,0,3.0446026817117794e-5,3.777995606677557e-5,2.5491559788758957e-4,11471,4.562247100983496e-5
Individuals,2115,560,5936,323,Morocco,2017,0,0,0,1.7531356975878916e-4,4.1486957991869087e-4,5.206126934482307e-4,5613,4.502756283683433e-4
Corporations,43,7,1391,656,Morocco,2017,0,0,0,2.4398477390702753e-6,2.6734455353759384e-6,6.336052433044135e-5,735,2.9232426285614764e-6
Individuals,53599,18865,181167,35015,Netherlands,2017,0,0,0,0.01900496794149846,0.012661839148438252,0.013193531799589467,146152,0.011724333446871568
Corporations,9843,131265,18871057,8438806,Netherlands,2017,0,0,0,0.031386283139562,0.036269405524424765,0.014503666069407771,10432251,0.04149115759871169
Individuals,22649,6084,53048,1336,New Zealand,2017,0,0,0,7.251360037081805e-4,0.0037075474183838803,0.005575109642510155,51712,0.004148343718899656
Corporations,3351,23891,202413,65204,New Zealand,2017,0,0,0,2.4251193899136925e-4,3.890295694838604e-4,0.004937700396076952,137209,5.457077521391723e-4
Individuals,21057,10752,73003,2542,Norway,2017,0,0,0,0.0013797123663369722,0.005102210906806636,0.0051832347451250095,70461,0.005652391065466209
Corporations,2090,19621,1074374,364156,Norway,2017,0,0,0,0.0013543981604708462,0.0020649032161207683,0.003079616182572614,710218,0.002824679636968265
Individuals,719,260,1456,280,Oman,2017,0,0,0,1.519746115556067e-4,1.0176046299892418e-4,1.7698370051502503e-4,1176,9.433888098364006e-5
Corporations,48,587,96580,2582,Oman,2017,0,0,0,9.603181192499163e-6,1.8562283954464998e-4,7.072802715956243e-5,93998,3.738489259857438e-4
Individuals,7096,9795,43172,7216,Panama,2017,0,0,0,0.0039166028463759215,0.003017309552602716,0.001746698663219218,35956,0.002884395242047417
Corporations,24543,47664,610338,417605,Panama,2017,0,0,0,0.001553189962003723,0.0011730448606544065,0.036164124387023766,192733,7.665378524225021e-4
Individuals,10452,3511,29886,11446,Peru,2017,0,0,0,0.006212505013805265,0.002088745327737533,0.002572786700671824,18440,0.0014792593242672813
Corporations,1013,40164,215121,72245,Peru,2017,0,0,0,2.686993901053842e-4,4.134538296301993e-4,0.0014926560731799321,142876,5.682465493855095e-4
Individuals,28520,16361,76003,4459,Philippines,2017,0,0,0,0.0024201956890230365,0.005311882190458265,0.007020271402904748,71544,0.005739269473719001
Corporations,647,5169,174257,62232,Philippines,2017,0,0,0,2.314582385637521e-4,3.3491488041553194e-4,9.533548660882686e-4,112025,4.4554592580217607e-4
Individuals,41606,23240,114685,3226,Poland,2017,0,0,0,0.0017509646317085258,0.008015383721862376,0.01024142398279295,111459,0.008941256237717294
Corporations,928,10790,218593,50407,Poland,2017,0,0,0,1.8747775149895635e-4,4.2012687269189975e-4,0.0013674085250848737,168186,6.689095030302591e-4
Individuals,11832,7402,54485,10027,Portugal,2017,0,0,0,0.005442319393100244,0.0038079799632530107,0.0029124772524252796,44458,0.003566426845893427
Corporations,630,3987,1026038,948503,Portugal,2017,0,0,0,0.0035277483232490445,0.0019720033862157134,9.283053564692569e-4,77535,3.0837226830682186e-4
Individuals,866,540,4342,72,Puerto Rico,2017,0,0,0,3.907918582858458e-5,3.0346423787179174e-4,2.1316812885398007e-4,4270,3.425399845239312e-4
Corporations,6007,7543,539135,468143,Puerto Rico,2017,0,0,0,0.0017411549391944754,0.0010361955849855547,0.008851317898906074,70992,2.8234944311134193e-4
Individuals,1460,586,4397,1808,Qatar,2017,0,0,0,9.813217774733462e-4,3.0730821140540496e-4,3.593827576522066e-4,2589,2.0768993441041167e-4
Corporations,234,9746,65231,47834,Qatar,2017,0,0,0,1.779080438272676e-4,1.2537133408922204e-4,3.4479913240286684e-4,17397,6.919136327766531e-5
Individuals,52846,5484,113092,28481,Russia,2017,0,0,0,0.015458531827554408,0.007904048270243361,0.013008178911567473,84611,0.006787506002471743
Corporations,1059,5285,236853,55616,Russia,2017,0,0,0,2.0685148148800675e-4,4.5522185146685634e-4,0.0015604370992078462,181237,7.208159513912875e-4
Individuals,7851,5072,29186,8424,Saudi Arabia,2017,0,0,0,0.004572264741944396,0.0020398220282188194,0.0019325438563886808,20762,0.0016655304821278358
Corporations,572,15381,302178,133681,Saudi Arabia,2017,0,0,0,4.971970817174595e-4,5.807738497403525e-4,8.428423236514523e-4,168497,6.701464124962219e-4
Individuals,1372,817,10603,4491,Senegal,2017,0,0,0,0.0024375642160579633,7.410482068527425e-4,3.377213311635805e-4,6112,4.903054766768777e-4
Corporations,304,1313,116416,30106,Senegal,2017,0,0,0,1.1197264639092943e-4,2.2374682634530933e-4,4.479441720105621e-4,86310,3.4327220581107623e-4
Individuals,99102,29602,143855,21694,Singapore,2017,0,0,0,0.01177477579674047,0.010054087503235052,0.024394212362225328,122161,0.009799772142723175
Corporations,4922,98995,2161753,853535,Singapore,2017,0,0,0,0.003174535731657542,0.004154801514331805,0.007252569784986797,1308218,0.005203045748369303
Individuals,31266,7365,52690,2880,South Africa,2017,0,0,0,0.0015631674331433832,0.0036825266452014524,0.007696206370379378,49810,0.003995765018533258
Corporations,5018,11989,271302,55819,South Africa,2017,0,0,0,2.0760649534628612e-4,5.214314310845168e-4,0.007394025839305922,215483,8.570191718779764e-4
Individuals,69800,20681,160863,16960,Spain,2017,0,0,0,0.009205319328511034,0.011242783900684025,0.01718144964666029,143903,0.011543918359004044
Corporations,6943,113367,2550351,768403,Spain,2017,0,0,0,0.002857905979031733,0.004901671096039942,0.01023051442851754,1781948,0.007087165109496417
Individuals,24816,11671,79759,2598,Sweden,2017,0,0,0,0.0014101072886480936,0.005574390637590105,0.0061085222697925745,77161,0.006189865982634908
Corporations,4295,157075,4354709,1119779,Sweden,2017,0,0,0,0.004164771739951789,0.008369573928045592,0.006328684930215013,3234930,0.012865966362465819
Individuals,48500,47747,1168085,31363,Switzerland,2017,0,0,0,0.017022784793637474,0.08163796045473788,0.011938399826117822,1136722,0.09118799444684124
Corporations,14565,464834,41470521,17608423,Switzerland,2017,0,0,0,0.06549065708101072,0.07970465795626464,0.021461535741229724,23862098,0.09490435657212457
Individuals,138655,33465,198643,57848,Taiwan,2017,0,0,0,0.031397954747388344,0.01388324426613688,0.03413028511114158,140795,0.011294594173547282
